,NIM,Label
110,1202170336,0
111,1202170337,1
112,1202170338,0
113,1202170343,0
114,1202170344,1
115,1202170346,0
116,1202170349,0
117,1202170353,1
118,1202170356,1
119,1202170357,1
120,1202170360,1
121,1202170364,0
122,1202170365,0
123,1202170366,1
124,1202170367,1
125,1202170369,1
126,1202170371,0
127,1202170382,1
128,1202170385,1
129,1202170386,1
130,1202170389,0
131,1202170401,1
132,1202171049,1
133,1202171098,1
134,1202171116,1
135,1202171119,1
136,1202171120,1
137,1202171139,1
138,1202171186,1
139,1202171206,1
140,1202171331,1
141,1202172001,1
142,1202172009,1
143,1202172014,1
144,1202172017,1
145,1202172019,1
146,1202172024,1
147,1202172041,1
148,1202172045,1
149,1202172047,1
150,1202172051,0
151,1202172054,1
152,1202172055,1
153,1202172060,0
154,1202172064,1
155,1202172073,1
156,1202172094,1
157,1202172100,1
158,1202172141,1
159,1202172144,1
160,1202172152,1
161,1202172176,0
162,1202172192,1
163,1202172230,1
164,1202172276,1
165,1202172300,0
166,1202172312,0
167,1202172341,1
168,1202172348,1
169,1202172350,1
170,1202172358,0
171,1202172361,0
172,1202172362,1
173,1202172370,1
174,1202172373,1
175,1202172379,1
176,1202172391,1
177,1202172398,1
178,1202173095,0
179,1202173102,0
180,1202173112,1
181,1202173123,1
182,1202173147,1
183,1202173150,1
184,1202173177,1
185,1202173178,1
186,1202173184,1
187,1202173194,1
188,1202173222,1
189,1202173231,0
190,1202173247,1
191,1202173263,1
192,1202173277,1
193,1202173287,1
194,1202173291,0
195,1202173297,1
196,1202173304,0
197,1202173307,1
198,1202173328,1
199,1202173339,1
200,1202173377,1
201,1202173383,0
202,1202173384,0
203,1202174002,0
204,1202174003,1
205,1202174004,1
206,1202174005,1
207,1202174007,0
208,1202174008,1
209,1202174012,1
210,1202174016,1
211,1202174020,1
212,1202174021,0
213,1202174027,1
214,1202174028,1
215,1202174031,0
216,1202174032,1
217,1202174033,1
218,1202174034,0
219,1202174036,1
220,1202174037,1
221,1202174039,1
222,1202174040,0
223,1202174048,1
224,1202174052,0
225,1202174057,0
226,1202174059,1
227,1202174061,1
228,1202174065,1
229,1202174068,1
230,1202174071,1
231,1202174072,1
232,1202174074,1
233,1202174075,1
234,1202174076,1
235,1202174078,1
236,1202174079,1
237,1202174082,1
238,1202174083,1
239,1202174084,1
240,1202174085,1
241,1202174086,1
242,1202174087,1
243,1202174088,1
244,1202174089,1
245,1202174090,1
246,1202174091,1
247,1202174096,1
248,1202174103,1
249,1202174104,1
250,1202174105,1
251,1202174107,1
252,1202174111,1
253,1202174113,1
254,1202174114,1
255,1202174122,1
256,1202174124,1
257,1202174125,1
258,1202174126,1
259,1202174127,0
260,1202174128,1
261,1202174129,1
262,1202174134,1
263,1202174135,1
264,1202174137,1
265,1202174138,1
266,1202174142,1
267,1202174143,1
268,1202174145,1
269,1202174146,1
270,1202174149,1
271,1202174151,1
272,1202174153,1
273,1202174155,1
274,1202174157,1
275,1202174158,0
276,1202174159,1
277,1202174161,1
278,1202174164,1
279,1202174167,1
280,1202174170,1
281,1202174171,1
282,1202174172,1
283,1202174174,1
284,1202174175,1
285,1202174179,1
286,1202174181,1
287,1202174183,1
288,1202174185,1
289,1202174189,1
290,1202174191,0
291,1202174195,1
292,1202174196,0
293,1202174197,1
294,1202174198,1
295,1202174199,1
296,1202174200,1
297,1202174201,1
298,1202174202,1
299,1202174203,1
300,1202174204,0
301,1202174205,0
302,1202174208,1
303,1202174209,0
304,1202174210,1
305,1202174212,1
306,1202174216,1
307,1202174218,1
308,1202174219,1
309,1202174220,1
310,1202174221,1
311,1202174223,0
312,1202174224,1
313,1202174225,1
314,1202174227,1
315,1202174233,1
316,1202174235,1
317,1202174238,1
318,1202174239,1
319,1202174241,1
320,1202174245,1
321,1202174246,1
322,1202174252,1
323,1202174253,1
324,1202174254,1
325,1202174255,1
326,1202174259,1
327,1202174264,1
328,1202174266,1
329,1202174267,1
330,1202174269,0
331,1202174271,1
332,1202174274,1
333,1202174275,1
334,1202174278,1
335,1202174281,1
336,1202174282,1
337,1202174284,1
338,1202174288,1
339,1202174290,0
340,1202174292,1
341,1202174294,1
342,1202174295,1
343,1202174296,1
344,1202174299,1
345,1202174302,1
346,1202174309,1
347,1202174310,1
348,1202174311,1
349,1202174313,1
350,1202174318,1
351,1202174320,0
352,1202174321,1
353,1202174322,1
354,1202174324,1
355,1202174325,1
356,1202174326,1
357,1202174335,1
358,1202174342,0
359,1202174345,1
360,1202174351,1
361,1202174352,0
362,1202174354,1
363,1202174355,1
364,1202174359,1
365,1202174368,0
366,1202174372,1
367,1202174374,1
368,1202174375,1
369,1202174376,0
370,1202174378,1
371,1202174388,1
372,1202174390,1
373,1202174399,0
0,1202160019,1
1,1202160048,1
2,1202160096,0
3,1202160256,1
4,1202160262,0
5,1202160295,1
6,1202160330,0
7,1202160338,0
8,1202162356,1
9,1202163104,1
10,1202164001,1
11,1202164003,0
12,1202164033,1
13,1202164040,1
14,1202164128,1
15,1202164201,1
16,1202164242,1
17,1202164335,1
18,1202164344,0
19,1202164346,0
20,1202160292,1
21,1202160324,1
22,1202183388,0
0,1202160019,1
1,1202160048,1
2,1202160096,0
3,1202160256,1
4,1202160262,0
5,1202160295,1
6,1202160330,0
7,1202160338,0
8,1202162356,1
9,1202163104,1
10,1202164001,1
11,1202164003,0
12,1202164033,1
13,1202164040,1
14,1202164128,1
15,1202164201,1
16,1202164242,1
17,1202164335,1
18,1202164344,0
19,1202164346,0
20,1202160292,1
21,1202160324,1
22,1202183388,0
0,1202160019,1
1,1202160048,1
2,1202160096,0
3,1202160256,1
4,1202160262,0
5,1202160295,1
6,1202160330,0
7,1202160338,0
8,1202162356,1
9,1202163104,1
10,1202164001,1
11,1202164003,0
12,1202164033,1
13,1202164040,1
14,1202164128,1
15,1202164201,1
16,1202164242,1
17,1202164335,1
18,1202164344,0
19,1202164346,0
20,1202160292,1
21,1202160324,1
22,1202183388,0
